"","X","site_id","county","date","year","site_name","transect_num","meadow_width_m","emergent_width_m","submergent_width_m","point_num","gps_lon","gps_lat","water_depth_cm","bottom_vis","substrate_type","org_depth_cm","unvegetated_pcnt","total_cover_pcnt","standing_dead_pcnt","detritus_pcnt","variable","Hydrocharis.morsus.ranae","Phragmites.australis","Phragmites.australis..native.","Typha.angustifolia","Typha.glauca","Typha.glauca..hybrid.","Typha.latifolia","Typha.sp.","typha_combined","hyd_bin","typh_bin","UTM","UTM_X","UTM_Y"
"816",975,792,"Chippewa","8/9/2018",2018,"Munuscong Lake Wetland #2,#3 Munuscong River Delta",3,130,43,71,2,-84.242411,46.217518,54,"NV","Cly/Slt",43,0,100,0.5,100,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",712684.843488993,5121912.26388976
"817",976,792,"Chippewa","8/9/2018",2018,"Munuscong Lake Wetland #2,#3 Munuscong River Delta",3,130,43,71,4,-84.242618,46.217174,60,"NV","Cly/Snd",30,10,90,3,100,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"16N",712670.207693825,5121873.48835803
"818",977,792,"Chippewa","8/9/2018",2018,"Munuscong Lake Wetland #2,#3 Munuscong River Delta",3,130,43,71,5,-84.242747,46.217007,57,"NV","Cly/Snd",11,5,95,2,100,"percent_cover",0,0,0,5,0,0,0,0,0,0,0,"16N",712660.903706237,5121854.58775425
"819",978,792,"Chippewa","8/9/2018",2018,"Munuscong Lake Wetland #2,#3 Munuscong River Delta",3,130,43,71,6,-84.242933,46.216769,74,"NV","Cly/Snd",15,60,40,2,100,"percent_cover",2,0,0,10,0,0,0,0,0,1,0,"16N",712647.477764487,5121827.64581242
"820",979,792,"Chippewa","8/9/2018",2018,"Munuscong Lake Wetland #2,#3 Munuscong River Delta",3,130,43,71,7,-84.242955,46.216708,62,"NV","Cly/Snd",20,70,30,3,100,"percent_cover",2,0,0,22,0,0,0,0,0,1,0,"16N",712646.01663434,5121820.80936926
"821",980,792,"Chippewa","8/9/2018",2018,"Munuscong Lake Wetland #2,#3 Munuscong River Delta",3,130,43,71,8,-84.242953,46.216644,60,"NV","Cly/Slt",40,25,75,4,100,"percent_cover",0,0,0,17,0,0,0,0,0,0,0,"16N",712646.418108989,5121813.70396428
"822",981,792,"Chippewa","8/9/2018",2018,"Munuscong Lake Wetland #2,#3 Munuscong River Delta",3,130,43,71,9,-84.242981,46.216583,75,"NV","Cly/Slt",57,55,45,10,100,"percent_cover",0,0,0,35,0,0,0,0,0,0,0,"16N",712644.494217176,5121806.85143299
"823",982,792,"Chippewa","8/9/2018",2018,"Munuscong Lake Wetland #2,#3 Munuscong River Delta",3,130,43,71,10,-84.242999,46.216521,71,"NV","Cly/Slt",52,40,60,8,97,"percent_cover",1,0,0,40,0,0,0,0,0,1,0,"16N",712643.345443297,5121799.91461094
"824",983,793,"Chippewa","8/7/2012",2012,"Benchmark: Munuscong Island Wetland",1,45,180,73,6,-84.237587,46.213873,0,"Dry","Cly/Slt",0,0,90,12,100,"percent_cover",0,0,0,20,0,15,0,0,15,0,1,"16N",713070.99996083,5121520.23282229
"825",984,793,"Chippewa","8/7/2012",2012,"Benchmark: Munuscong Island Wetland",1,45,180,73,7,-84.237678,46.214109,0,"Dry","Cly/Slt",0,0,80,50,100,"percent_cover",0,0,0,0,0,20,1,0,20,0,1,"16N",713063.067815556,5121546.20927857
"826",985,793,"Chippewa","8/7/2012",2012,"Benchmark: Munuscong Island Wetland",1,45,180,73,8,-84.237589,46.214476,0,"Dry","Cly/Slt",0,10,60,75,70,"percent_cover",5,0,0,0,0,25,1,0,25,1,1,"16N",713068.511955949,5121587.22417995
"827",986,793,"Chippewa","8/7/2012",2012,"Benchmark: Munuscong Island Wetland",1,45,180,73,9,-84.237631,46.214911,0,"Dry","Cly/Slt",0,15,85,5,10,"percent_cover",3,0,0,0,0,15,3,0,15,1,1,"16N",713063.589006421,5121635.44231806
"828",987,793,"Chippewa","8/7/2012",2012,"Benchmark: Munuscong Island Wetland",1,45,180,73,10,-84.238012,46.215359,7,"V","Cly/Slt",0,0,45,15,100,"percent_cover",10,0,0,5,0,25,3,0,25,1,1,"16N",713032.469514802,5121684.1941289
"829",988,793,"Chippewa","8/7/2012",2012,"Benchmark: Munuscong Island Wetland",3,146,189,14,6,-84.236946,46.211316,2,"V","Cly/Slt",0,0,85,2,80,"percent_cover",25,0,0,0,0,0,0,0,0,1,0,"16N",713130.338318463,5121237.85801709
"830",989,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",1,74,132,25,1,-84.237549,46.213086,20,"NV","Cly/Slt",25,74,26,5,100,"percent_cover",0,0,1,0,0,25,0,0,25,0,1,"16N",713076.976765439,5121432.89474802
"831",990,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",1,74,132,25,2,-84.237621,46.213222,30,"NV","Cly/Slt",35,30,70,30,100,"percent_cover",0,0,0,0,0,30,0,0,30,0,1,"16N",713070.897010689,5121447.81167678
"832",991,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",1,74,132,25,3,-84.237695,46.213352,35,"NV","Cly/Slt",27,33,67,25,95,"percent_cover",0,0,0,0,0,10,0,0,10,0,1,"16N",713064.686241444,5121462.05660367
"833",992,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",1,74,132,25,4,-84.23778,46.213481,49,"NV","Cly/Slt",26,33,67,20,100,"percent_cover",0,0,0,0,0,20,0,0,20,0,1,"16N",713057.630935023,5121476.16087879
"834",993,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",1,74,132,25,5,-84.237904,46.213591,50,"NV","Cly/Slt",26,59,41,20,100,"percent_cover",0,0,0,0,0,10,0,0,10,0,1,"16N",713047.641109909,5121488.04938314
"835",994,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",1,74,132,25,6,-84.238027,46.213779,54,"NV","Cly/Slt",32,61,39,45,95,"percent_cover",0,0,0,0,0,30,0,0,30,0,1,"16N",713037.426624828,5121508.60683247
"836",995,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",1,74,132,25,7,-84.238167,46.214001,50,"NV","Cly/Slt",43,80,20,40,95,"percent_cover",0,0,0,0,0,20,0,0,20,0,1,"16N",713025.769439616,5121532.89622621
"837",996,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",1,74,132,25,8,-84.238212,46.21423,60,"NV","Cly/Slt",39,65,35,40,95,"percent_cover",0,0,0,0,0,35,0,0,35,0,1,"16N",713021.412529828,5121558.21855435
"838",997,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",1,74,132,25,9,-84.238346,46.214461,79,"NV","Cly/Slt",121,64,36,5,100,"percent_cover",10,0,0,0,0,0,0,0,0,1,0,"16N",713010.183435059,5121583.52404225
"839",998,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",1,74,132,25,10,-84.238554,46.214652,95,"NV","Cly/Slt",180,75,25,1,100,"percent_cover",2,0,0,10,0,0,0,0,0,1,0,"16N",712993.401665291,5121604.18657184
"840",999,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",2,0,105.5,25,6,-84.241619,46.211939,100,"NV","Cly/Slt",10,1,99,0,90,"percent_cover",0,0,0,3,0,0,0,0,0,0,0,"16N",712767.486825214,5121294.52955257
"841",1000,793,"Chippewa","8/24/2017",2017,"Benchmark: Munuscong Island Wetland",3,52,78,90,4,-84.237198,46.212733,63,"NV","Sand",7,9,91,1,95,"percent_cover",10,0,0,0,0,0,0,0,0,1,0,"16N",713105.416038445,5121394.61755371
"842",1001,793,"Chippewa","8/9/2018",2018,"Benchmark: Munuscong Island Wetland",1,0,241,45,6,-84.23743,46.213473,30,"NV","Cly/Slt",40,7,93,30,100,"percent_cover",22,0,0,5,0,45,0,0,45,1,1,"16N",713084.657492875,5121476.21237401
"843",1002,793,"Chippewa","8/9/2018",2018,"Benchmark: Munuscong Island Wetland",1,0,241,45,7,-84.237433,46.213839,52,"NV","Cly/Slt",58,10,90,35,100,"percent_cover",15,0,0,2,0,40,0,0,40,1,1,"16N",713083.009532102,5121516.86899291
"844",1003,793,"Chippewa","8/9/2018",2018,"Benchmark: Munuscong Island Wetland",1,0,241,45,8,-84.237341,46.214198,65,"NV","Cly/Slt",65,47,53,25,100,"percent_cover",3,0,0,5,0,27,0,0,27,1,1,"16N",713088.715938812,5121557.00312909
"845",1004,793,"Chippewa","8/9/2018",2018,"Benchmark: Munuscong Island Wetland",1,0,241,45,9,-84.237468,46.214555,70,"NV","Cly/Slt",100,0,100,45,100,"percent_cover",17,0,0,0,0,45,0,0,45,1,1,"16N",713077.538786803,5121596.32662757
"846",1006,793,"Chippewa","8/8/2018",2018,"Benchmark: Munuscong Island Wetland",2,0,23,38,6,-84.241914,46.211939,30,"NV","Sand",10,0,100,0,100,"percent_cover",30,0,0,0,0,0,0,0,0,1,0,"16N",712744.73275388,5121293.73817369
"847",1007,793,"Chippewa","8/8/2018",2018,"Benchmark: Munuscong Island Wetland",2,0,23,38,7,-84.241879,46.211925,40,"NV","Sand",2,0,100,0,100,"percent_cover",75,0,0,0,0,0,0,0,0,1,0,"16N",712747.486486305,5121292.27658225
"848",1008,793,"Chippewa","8/8/2018",2018,"Benchmark: Munuscong Island Wetland",2,0,23,38,8,-84.241848,46.211913,50,"NV","Sand",4,33,67,2,100,"percent_cover",0,0,0,0,0,40,0,0,40,0,1,"16N",712749.923961946,5121291.02647309
"849",1009,793,"Chippewa","8/8/2018",2018,"Benchmark: Munuscong Island Wetland",2,0,23,38,9,-84.241827,46.211891,60,"NV","Pbl/Cbl",30,38.5,61.5,4,100,"percent_cover",0,0,0,0,0,45,0,0,45,0,1,"16N",712751.628754932,5121288.63848229
"850",1010,793,"Chippewa","8/8/2018",2018,"Benchmark: Munuscong Island Wetland",2,0,23,38,10,-84.241816,46.211882,68,"NV","Sand",30,37.5,62.5,6,100,"percent_cover",0,0,0,0,0,35,0,0,35,0,1,"16N",712752.511989874,5121287.6680397
"851",1011,793,"Chippewa","8/8/2018",2018,"Benchmark: Munuscong Island Wetland",3,30,0,39,1,-84.237511,46.212803,65,"NV","Sand",5,0,100,7,60,"percent_cover",1,0,0,0,0,0,0,0,0,1,0,"16N",713081.003018584,5121401.55394002
"852",1012,793,"Chippewa","8/8/2018",2018,"Benchmark: Munuscong Island Wetland",3,30,0,39,2,-84.237489,46.212809,65,"NV","Sand",8,19,81,1,80,"percent_cover",1,0,0,0,0,0,0,0,0,1,0,"16N",713082.6766838,5121402.27968347
"853",1013,793,"Chippewa","8/8/2018",2018,"Benchmark: Munuscong Island Wetland",3,30,0,39,3,-84.237417,46.21279,68,"NV","Sand",12,10,90,0.5,70,"percent_cover",2,0,0,0,0,0,0,0,0,1,0,"16N",713088.303668271,5121400.36212812
"854",1014,796,"Chippewa","8/9/2012",2012,"Benchmark: Munuscong Lake Wetland #6",1,149,42,30,1,-84.221938,46.226114,0,"Dry","Cly/Slt",2,0,75,10,95,"percent_cover",0,0,0,0.5,0,0,0,0,0,0,0,"16N",714230.353714912,5122922.4413722
"855",1015,796,"Chippewa","8/9/2012",2012,"Benchmark: Munuscong Lake Wetland #6",1,149,42,30,4,-84.221099,46.225754,0,"Dry","Cly/Slt",2,0,60,8,100,"percent_cover",0,1,0,0,0,0,0,0,0,0,0,"16N",714296.452989837,5122884.71051871
"856",1016,796,"Chippewa","8/9/2012",2012,"Benchmark: Munuscong Lake Wetland #6",1,149,42,30,5,-84.220612,46.22555,0,"Dry","Cly/Slt",2,0,80,10,100,"percent_cover",0,3,0,0,0,0,0,0,0,0,0,"16N",714334.801560996,5122863.36127485
"857",1017,796,"Chippewa","8/9/2012",2012,"Benchmark: Munuscong Lake Wetland #6",2,102,122,90,1,-84.223435,46.224907,0,"Dry","Cly/Slt",3,0,60,12,100,"percent_cover",0,5,0,0,0,0,0,0,0,0,0,"16N",714119.612527659,5122784.29301793
"858",1018,796,"Chippewa","8/9/2012",2012,"Benchmark: Munuscong Lake Wetland #6",2,102,122,90,2,-84.223294,46.224866,0,"Dry","Cly/Slt",3,0,50,5,100,"percent_cover",0,2,0,0,0,0,0,0,0,0,0,"16N",714130.645159965,5122780.11845269
"859",1019,796,"Chippewa","8/9/2012",2012,"Benchmark: Munuscong Lake Wetland #6",2,102,122,90,3,-84.223094,46.224785,0,"Dry","Cly/Slt",2,0,50,6,100,"percent_cover",0,1,0,0,0,0,0,0,0,0,0,"16N",714146.383203167,5122771.65901934
"860",1020,796,"Chippewa","8/3/2017",2017,"Benchmark: Munuscong Lake Wetland #6",1,426,60,32,5,-84.221032,46.22591,84,"NV","Cly/Slt",7,68,32,1,30,"percent_cover",0,0,3,0,0,0,0,0,0,0,0,"16N",714301.012062574,5122902.22410751
"861",1021,796,"Chippewa","8/3/2017",2017,"Benchmark: Munuscong Lake Wetland #6",2,566,360,0,2,-84.227733,46.225571,40,"NV","Cly/Slt",25,36,64,1,90,"percent_cover",0,0,0,0,0,20,0,0,20,0,1,"16N",713785.596184898,5122846.46976768
"862",1022,796,"Chippewa","8/3/2017",2017,"Benchmark: Munuscong Lake Wetland #6",2,566,360,0,3,-84.226377,46.225167,70,"NV","Cly/Slt",10,7,93,2,80,"percent_cover",0,0,2,0,0,0,0,0,0,0,0,"16N",713891.732010471,5122805.2400366
"863",1023,796,"Chippewa","8/3/2017",2017,"Benchmark: Munuscong Lake Wetland #6",2,566,360,0,4,-84.225121,46.224698,70,"NV","Cly/Slt",55,61,39,5,70,"percent_cover",0,0,15,0,0,0,0,0,0,0,0,"16N",713990.410664033,5122756.52034124
"864",1026,796,"Chippewa","8/3/2017",2017,"Benchmark: Munuscong Lake Wetland #6",3,410,69,43,8,-84.210145,46.231105,98,"NV","Cly/Slt",26,94,6,0,80,"percent_cover",0,0,5,0,0,0,0,0,0,0,0,"16N",715120.228011382,5123508.90161232
"865",1027,796,"Chippewa","8/7/2018",2018,"Benchmark: Munuscong Lake Wetland #6",1,84,112,14,4,-84.221489,46.22592,55,"NV","Sand",25,70,30,4,100,"percent_cover",0,0,4,0,0,0,0,0,0,0,0,"16N",714265.732584089,5122902.10009645
"866",1028,796,"Chippewa","8/7/2018",2018,"Benchmark: Munuscong Lake Wetland #6",2,245,336,0,1,-84.225334,46.224822,45,"V","Sand",25,17,83,2,100,"percent_cover",0,0,5,0,0,0,0,0,0,0,0,"16N",713973.503150195,5122769.72263756
"867",1029,796,"Chippewa","8/7/2018",2018,"Benchmark: Munuscong Lake Wetland #6",2,245,336,0,2,-84.224867,46.224661,45,"V","Sand",30,32,68,3,100,"percent_cover",0,0,5,0,0,0,0,0,0,0,0,"16N",714010.141630258,5122753.09495409
"868",1030,796,"Chippewa","8/7/2018",2018,"Benchmark: Munuscong Lake Wetland #6",2,245,336,0,3,-84.224461,46.22444,50,"V","Sand",15,73,27,3,100,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",714042.309677107,5122729.63646844
"869",1031,802,"Chippewa","7/20/2011",2011,"Neebish Island Wetland",2,54,201,31,3,-84.131846,46.232304,10,"V","Cly/Slt",0,0,30,3,100,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"16N",721152.680264477,5123857.55671722
"870",1032,802,"Chippewa","7/20/2011",2011,"Neebish Island Wetland",2,54,201,31,4,-84.131887,46.232212,10,"V","Cly/Slt",0,0,35,5,100,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",721149.888837485,5123847.22063436
"871",1033,802,"Chippewa","7/20/2011",2011,"Neebish Island Wetland",2,54,201,31,5,-84.131928,46.232176,15,"V","Cly/Slt",0,0,44,2,100,"percent_cover",0,0,0,1,0,2,0,0,2,0,1,"16N",721146.872295824,5123843.1064629
"872",1034,802,"Chippewa","7/20/2011",2011,"Neebish Island Wetland",2,54,201,31,6,-84.132011,46.23177,20,"V","Cly/Slt",0,0,20,4,100,"percent_cover",0,0,0,3,0,3,0,0,3,0,1,"16N",721142.104633864,5123797.76608943
"873",1035,802,"Chippewa","7/20/2011",2011,"Neebish Island Wetland",2,54,201,31,7,-84.132094,46.231546,29,"V","Cly/Slt",0,0,33,3,100,"percent_cover",0,7,0,0,0,0,0,0,0,0,0,"16N",721136.605330687,5123772.6469295
"874",1036,804,"Chippewa","7/31/2012",2012,"Sand Island Wetland",1,288,0,25,1,-84.208516,46.300376,0,"Dry","Cly/Slt",2,0,45,5,100,"percent_cover",0,25,0,0,0,0,0,0,0,0,0,"16N",714974.677278868,5131209.77051727
"875",1037,804,"Chippewa","7/31/2012",2012,"Sand Island Wetland",1,288,0,25,2,-84.208339,46.300148,0,"Dry","Cly/Slt",2,1,45,25,98,"percent_cover",0,40,0,0,0,0,0,0,0,0,0,"16N",714989.200788284,5131184.91866446
"876",1038,804,"Chippewa","7/31/2012",2012,"Sand Island Wetland",1,288,0,25,3,-84.207917,46.299673,0,"Dry","Cly/Slt",0,3,75,8,95,"percent_cover",0,25,0,0,0,0,0,0,0,0,0,"16N",715023.55919048,5131133.2886584
"877",1039,804,"Chippewa","7/31/2012",2012,"Sand Island Wetland",1,288,0,25,4,-84.207503,46.299209,0,"Dry","Cly/Slt",0,0,55,2,100,"percent_cover",0,20,0,0,0,0,0,0,0,0,0,"16N",715057.258963497,5131082.85928079
"878",1040,804,"Chippewa","8/1/2012",2012,"Sand Island Wetland",3,302,0,26,5,-84.204035,46.324015,0,"Dry","Sand",0,1,85,1,99,"percent_cover",0,4,0,0,0,0,0,0,0,0,0,"16N",715226.99679872,5133848.40347863
"879",1041,804,"Chippewa","8/2/2017",2017,"Sand Island Wetland",1,200,300,122,5,-84.2046,46.306426,49,"NV","Cly/Slt",32,52,48,2,95,"percent_cover",0,0,0,0,0,17,0,0,17,0,1,"16N",715252.51075751,5131892.60528337
"880",1042,804,"Chippewa","8/2/2017",2017,"Sand Island Wetland",1,200,300,122,6,-84.204414,46.306004,55,"NV","Cly/Slt",25,52,48,5,80,"percent_cover",0,0,0,0,0,30,0,0,30,0,1,"16N",715268.488136337,5131846.22380796
"881",1043,804,"Chippewa","8/2/2017",2017,"Sand Island Wetland",1,200,300,122,7,-84.203959,46.305532,67,"NV","Cly/Slt",27,33,67,5,85,"percent_cover",0,0,0,0,0,20,0,0,20,0,1,"16N",715305.375124284,5131795.01842089
"882",1044,804,"Chippewa","8/2/2017",2017,"Sand Island Wetland",1,200,300,122,8,-84.203574,46.305079,71,"NV","Cly/Slt",40,61,39,10,85,"percent_cover",0,0,0,0,0,35,0,0,35,0,1,"16N",715336.798034825,5131745.73390749
"883",1045,804,"Chippewa","8/2/2017",2017,"Sand Island Wetland",1,200,300,122,9,-84.203808,46.30456,85,"NV","Cly/Slt",35,59,41,2,70,"percent_cover",0,0,0,0,0,35,0,0,35,0,1,"16N",715320.816022989,5131687.43309694
"884",1046,804,"Chippewa","8/2/2017",2017,"Sand Island Wetland",1,200,300,122,10,-84.20368,46.304035,100,"NV","Cly/Slt",22,70,30,3,80,"percent_cover",0,0,0,0,0,30,0,0,30,0,1,"16N",715332.732285076,5131629.45004512
"885",1052,806,"Chippewa","7/7/2011",2011,"Lake Nicolet West Shore Wetland",2,285,12,50,3,-84.232828,46.363763,10,"NV","Cly/Slt",3,42,58,0.5,75,"percent_cover",0,0,0,0,0,0,2,0,0,0,0,"16N",712856.220205216,5138186.82661893
"886",1053,806,"Chippewa","7/7/2011",2011,"Lake Nicolet West Shore Wetland",3,290,87,50,6,-84.220483,46.348292,25,"V","Cly/Slt",7,48,52,8,80,"percent_cover",0,0,0,0,0,6,0,0,6,0,1,"16N",713866.178199928,5136501.16977526
"887",1054,806,"Chippewa","7/7/2011",2011,"Lake Nicolet West Shore Wetland",3,290,87,50,7,-84.220303,46.348313,20,"V","Cly/Slt",9,58,42,4,85,"percent_cover",0,0,0,0,0,1,0,0,1,0,1,"16N",713879.945585234,5136503.98955555
"888",1055,806,"Chippewa","7/7/2011",2011,"Lake Nicolet West Shore Wetland",3,290,87,50,10,-84.219087,46.348583,0,"Dry","Sand",0,56,44,0.5,85,"percent_cover",0,4,0,0,0,0,0,0,0,0,0,"16N",713972.451278901,5136537.27615407
"889",1056,806,"Chippewa","7/11/2016",2016,"Lake Nicolet West Shore Wetland",2,225,33,25,6,-84.219996,46.336036,65,"NV","Sand",30,97,3,0.5,50,"percent_cover",0,0,0,0,0,0,2,0,0,0,0,"16N",713951.487315998,5135140.75222653
"890",1057,806,"Chippewa","7/21/2016",2016,"Lake Nicolet West Shore Wetland",3,388,111,25,7,-84.242195,46.377549,100,"V","Sand",45,77.5,22.5,2,20,"percent_cover",0,0,0,0,0,0,1,0,0,0,0,"16N",712082.312342998,5139693.40112561
"891",1058,808,"Chippewa","7/30/2012",2012,"Sugar Island Wetland #2",1,51,12,50,2,-84.156583,46.327516,0,"Dry","Cly/Slt",0,0,65,1,100,"percent_cover",0,0,0,0,0,0,3,0,0,0,0,"16N",718865.634438029,5134367.50408845
"892",1059,808,"Chippewa","7/30/2012",2012,"Sugar Island Wetland #2",1,51,12,50,3,-84.156494,46.327462,0,"Dry","Cly/Slt",0,1,60,0.5,99,"percent_cover",0,0,0,0,0,0,0.5,0,0,0,0,"16N",718872.700304229,5134361.75040855
"893",1060,809,"Chippewa","7/21/2013",2013,"Lake Nicolet East Shore Wetland",2,100,5,140,5,-84.173221,46.364721,0,"Dry","Cly/Slt",1,0,60,3,99,"percent_cover",0,0,8,0,0,0,0,0,0,0,0,"16N",717437.329821514,5138455.38300329
"894",1061,810,"Chippewa","7/21/2013",2013,"Lake Nicolet East Shore Wetland #1",1,51,97,25,2,-84.206042,46.380545,0,"Dry","Sand",25,0,55,5,100,"percent_cover",0,0,0,0,0,0,5,0,0,0,0,"16N",714850.707352232,5140123.86247202
"895",1062,810,"Chippewa","7/21/2013",2013,"Lake Nicolet East Shore Wetland #1",1,51,97,25,3,-84.206147,46.380485,0,"Dry","Sand",25,0,95,10,100,"percent_cover",0,0,0,0,0,0,2,0,0,0,0,"16N",714842.868849004,5140116.91073907
"896",1068,814,"Chippewa","7/22/2013",2013,"BENCHMARK:Sugar Island Wetland #3",1,25,5,0,5,-84.279856,46.480986,0.5,"V","BdRck",80,0,98,5,60,"percent_cover",0,0,0,0,0,0,18,0,0,0,0,"16N",708790.570367781,5151085.89569058
"897",1069,814,"Chippewa","7/22/2013",2013,"BENCHMARK:Sugar Island Wetland #3",1,25,5,0,6,-84.279805,46.480958,25,"V","BdRck",77,0,70,35,99,"percent_cover",0,0,0,0,0,0,0.5,0,0,0,0,"16N",708794.592020962,5151082.91947856
"898",1070,814,"Chippewa","7/22/2013",2013,"BENCHMARK:Sugar Island Wetland #3",1,25,5,0,7,-84.279772,46.480948,9,"V","BdRck",84,0,75,8,85,"percent_cover",0,0,0,0,0,0,8,0,0,0,0,"16N",708797.163193715,5151081.89564657
"899",1071,814,"Chippewa","7/22/2013",2013,"BENCHMARK:Sugar Island Wetland #3",1,25,5,0,8,-84.279766,46.480943,0.5,"V","BdRck",86,0,80,10,80,"percent_cover",0,0,0,0,0,0,10,0,0,0,0,"16N",708797.642860259,5151081.35596394
"900",1072,814,"Chippewa","7/22/2013",2013,"BENCHMARK:Sugar Island Wetland #3",1,25,5,0,9,-84.279787,46.480936,9,"V","BdRck",82,0,98,20,30,"percent_cover",0,0,0,0,0,0,8,0,0,0,0,"16N",708796.057816775,5151080.52266094
"901",1073,814,"Chippewa","7/22/2013",2013,"BENCHMARK:Sugar Island Wetland #3",1,25,5,0,10,-84.279779,46.480901,14,"V","BdRck",81,0,95,12,60,"percent_cover",0,0,0,0,0,0,18,0,0,0,0,"16N",708796.805835972,5151076.65497037
"902",1074,814,"Chippewa","7/21/2013",2013,"BENCHMARK:Sugar Island Wetland #3",3,11,0,0,3,-84.280526,46.480417,10,"V","BdRck",17,0,95,3,99,"percent_cover",0,0,0,0,0,0,5,0,0,0,0,"16N",708741.322626197,5151020.90264097
"903",1075,814,"Chippewa","7/21/2013",2013,"BENCHMARK:Sugar Island Wetland #3",3,11,0,0,4,-84.280503,46.480426,13,"V","BdRck",34,0,90,20,99,"percent_cover",0,0,0,0,0,0,5,0,0,0,0,"16N",708743.053548522,5151021.96343618
"904",1078,814,"Chippewa","7/19/2014",2014,"BENCHMARK:Sugar Island Wetland #3",3,30,10,0,4,-84.279507,46.480774,2,"V","Org.",100,30,70,20,25,"percent_cover",0,0,0,0,0,0,4,0,0,0,0,"16N",708818.169243338,5151063.26334409
"905",1079,814,"Chippewa","7/19/2014",2014,"BENCHMARK:Sugar Island Wetland #3",3,30,10,0,5,-84.279543,46.480756,0,"Dry","Org.",100,2,98,15,3,"percent_cover",0,0,0,0,0,0,2,0,0,0,0,"16N",708815.474992123,5151061.16815653
"906",1080,814,"Chippewa","7/29/2015",2015,"BENCHMARK:Sugar Island Wetland #3",2,27,33,0,4,-84.281653,46.483358,0,"Dry","Sand",55,19,81,15,80,"percent_cover",0,0,0,0,0,0,0.5,0,0,0,0,"16N",708643.568728976,5151344.69802995
"907",1081,814,"Chippewa","7/29/2015",2015,"BENCHMARK:Sugar Island Wetland #3",3,103,0,0,5,-84.280011,46.481056,50,"NV","Pbl/Cbl",80,41,59,10,60,"percent_cover",0,0,0,0,0,0,2,0,0,0,0,"16N",708778.405513218,5151093.26351496
"908",1082,814,"Chippewa","8/7/2017",2017,"BENCHMARK:Sugar Island Wetland #3",1,27,0,0,5,-84.279484,46.482679,0,"Dry","Cly/Slt",32,7,93,5,90,"percent_cover",0,0,2,0,0,0,0,0,0,0,0,"16N",708812.64111163,5151274.98853871
"909",1083,816,"Chippewa","7/3/2011",2011,"SPLIT: Lake George West Shore Wetland #1a",1,76,50,10,5,-84.19144,46.419281,5,"V","Cly/Slt",7,5,75,3,65,"percent_cover",0,0,0,0,0,2,0,0,2,0,1,"16N",715820.632380689,5144467.52560408
"910",1084,816,"Chippewa","7/3/2011",2011,"SPLIT: Lake George West Shore Wetland #1a",1,76,50,10,6,-84.191313,46.419198,30,"V","Cly/Slt",5,0,100,0,30,"percent_cover",0,0,0,0,0,0.5,0,0,0.5,0,1,"16N",715830.718916935,5144458.65040888
"911",1085,816,"Chippewa","7/3/2011",2011,"SPLIT: Lake George West Shore Wetland #1a",1,76,50,10,7,-84.191197,46.419167,35,"V","Cly/Slt",5,0,100,1,50,"percent_cover",0,0,0,0,0,5,0,0,5,0,1,"16N",715839.754887641,5144455.5228331
"912",1086,816,"Chippewa","7/4/2011",2011,"SPLIT: Lake George West Shore Wetland #1a",4,92,325,125,6,-84.181289,46.408204,10,"V","Cly/Slt",2,0,90,10,30,"percent_cover",0,0,0,0,0,4,0,0,4,0,1,"16N",716644.536398278,5143264.5477318
"913",1087,816,"Chippewa","7/4/2011",2011,"SPLIT: Lake George West Shore Wetland #1a",4,92,325,125,9,-84.179907,46.409299,32,"V","Cly/Slt",1,15,91,0.5,1,"percent_cover",0,0,0,0,0,0,0,2,2,0,1,"16N",716746.411298926,5143389.99994157
"914",1088,821,"Chippewa","7/10/2013",2013,"South Pond Wetland",1,15,0,115,1,-84.608409,46.44319,75,"NV","Or/Cl",45,0,75,5,97,"percent_cover",0,0,0,0,0,0,10,0,0,0,0,"16N",683699.713153549,5146070.05641511
"915",1089,821,"Chippewa","7/10/2013",2013,"South Pond Wetland",1,15,0,115,2,-84.608362,46.44319,40,"NV","Or/Cl",25,0,100,12,95,"percent_cover",0,0,0,0,0,0,4,0,0,0,0,"16N",683703.32315162,5146070.16568038
