"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin","folds"
"1807",1806,493,3,"6/22/2014","OSU",2014,9,"Excellent",65,"NV","Sand",10,85,15,20,80,"percent_cover",8,0,0,5,0,0,0,5,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,141,5,85,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3487.868489,24640.22656,4858.149902,137816,33764.5,746745.5552,4851129.256,0.08,0.05,1,3
"1808",1807,493,3,"6/22/2014","OSU",2014,10,"Excellent",50,"V","Sand",5,90,10,0.5,60,"percent_cover",1,0,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,141,5,85,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3491.704792,24840.75586,4903.089844,139024,34125.39844,746761.9838,4851123.08,0.01,0,1,3
"1809",1808,493,3,"6/26/2019","CMU",2019,1,"Confirmed",11,"V","Sand",0,60,40,20,45,"percent_cover",0.5,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3455.839181,0,0,0,0,746680.8006,4851171.569,0.005,0,1,3
"1810",1809,493,3,"6/26/2019","CMU",2019,2,"Confirmed",0,"Dry","Sand",0,35,65,3,50,"percent_cover",0,62,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3451.493131,0,0,0,0,746686.1502,4851175.103,0,0,0,3
"1811",1810,493,3,"6/26/2019","CMU",2019,3,"Confirmed",0,"Dry","Sand",6,40,60,5,100,"percent_cover",0,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3448.965435,0,0,0,0,746688.406,4851177.3,0,0,0,3
"1812",1811,493,3,"6/26/2019","CMU",2019,4,"Confirmed",0,"Dry","Sand",5,80,20,0.5,99,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3447.16921,0,0,0,0,746691.4192,4851178.635,0,0,0,3
"1813",1812,494,1,"6/27/2016","CMU",2016,7,"Very Good",65,"V","Sand",20,0,100,0.5,50,"percent_cover",0,0,0,2,0,0,0,2,"Nayanguing Point Wildlife Area Wetland #2","Bay","W. vanWijnen","T. Grossmann",1,0,278,0,64,48,"T1/T2/T3: No Meadow, Emergent to Trees.",315,395.8475047,12954.70703,2374.830078,70394.79688,15169.2998,747368.1286,4859875.922,0,0.02,0,3
"1814",1813,494,1,"7/25/2012","CMU",2012,3,"Excellent",0,"Dry","Sand",0,94,6,1,99,"percent_cover",0,0.5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,110,376,52,278,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,208.0385919,7618.911133,821.8959961,40924.19922,4452.109863,747324.0583,4860058.581,0,0,0,3
"1815",1814,494,1,"7/25/2012","CMU",2012,5,"Excellent",2,"V","Sand",0,0,100,12,5,"percent_cover",0,0,0,1,0,0,0,1,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,110,376,52,278,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,213.59836,8064.914063,797.6950073,43362.60156,4292.279785,747348.1302,4860060.59,0,0.01,0,3
"1816",1815,494,1,"7/6/2011","OSU",2011,6,"Excellent",5,"V","Cly/Slt",0,64,36,3,80,"percent_cover",0,6,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,100,27,29,37,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,187.6832793,8064.914063,797.6950073,43362.60156,4292.279785,747335.6829,4860083.595,0,0,0,3
"1817",1816,494,1,"7/6/2011","OSU",2011,7,"Excellent",0,"Dry","Cly/Slt",0,60,40,0,100,"percent_cover",0,40,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,100,27,29,37,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,191.6256108,8064.914063,797.6950073,43362.60156,4292.279785,747345.9115,4860083.42,0,0,0,3
"1818",1817,494,1,"7/6/2011","OSU",2011,8,"Excellent",22,"V","Cly/Slt",0,72,28,2,15,"percent_cover",0,4,0,0,2,0,0,2,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,100,27,29,37,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,190.91107,8170.508301,810.4829712,43803.10156,4394.129883,747348.4174,4860085.293,0,0.02,0,3
"1819",1818,494,1,"7/6/2011","OSU",2011,9,"Excellent",30,"V","Cly/Slt",0,0,100,1,3,"percent_cover",0,0.5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,100,27,29,37,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,194.0823868,8064.914063,797.6950073,43362.60156,4292.279785,747353.5308,4860084.149,0,0,0,3
"1820",1819,494,2,"6/27/2016","CMU",2016,6,"Very Good",100,"V","Cly/Slt",71,0,100,2,45,"percent_cover",0,0,0,70,0,0,0,70,"Nayanguing Point Wildlife Area Wetland #2","Bay","W. vanWijnen","T. Grossmann",1,0,265,0,237,39,"T1/T2/T3: No Meadow, Emergent to Trees.",315,637.406487,20950.60156,4148.299805,116190,28048.09961,747458.0746,4859650.259,0,0.7,0,3
"1821",1820,494,2,"7/25/2012","CMU",2012,1,"Excellent",0,"Dry","Sand",0,20,80,0,97,"percent_cover",0,3,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,98,29,10,360,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,666.9574964,20950.60156,4148.299805,116190,28048.09961,747448.8581,4859616.771,0,0,0,3
"1822",1821,494,2,"7/25/2012","CMU",2012,3,"Excellent",0,"Dry","Sand",0,80,20,1,99,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,98,29,10,360,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,668.3445302,20950.60156,4148.299805,116190,28048.09961,747466.3502,4859620.426,0,0,0,3
"1823",1822,494,2,"7/25/2012","CMU",2012,9,"Excellent",36,"V","Sand",0,51,49,0.5,80,"percent_cover",0,0,0,5,0,0,0,5,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,98,29,10,360,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,662.9861363,22893.98633,4090.729981,126587,27930,747476.8832,4859629.382,0,0.05,0,3
"1824",1823,494,2,"7/6/2011","OSU",2011,3,"Excellent",0,"Dry","Cly/Slt",4,64,36,1,100,"percent_cover",0,7,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,632.0965789,0,0,0,0,747423.1354,4859646.066,0,0,0,3
"1825",1824,494,2,"7/6/2011","OSU",2011,6,"Excellent",0,"Dry","Cly/Slt",1,57,43,1,100,"percent_cover",0,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,629.514746,19458.14063,4333.609863,107564,28762.09961,747441.2102,4859653.524,0,0,0,3
"1826",1825,494,2,"7/6/2011","OSU",2011,7,"Excellent",1,"V","Cly/Slt",0,39,61,0,100,"percent_cover",0,60,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,628.8099186,19458.14063,4333.609863,107564,28762.09961,747443.6524,4859654.95,0,0,0,3
"1827",1826,494,2,"7/6/2011","OSU",2011,8,"Excellent",0,"Dry","Cly/Slt",0,39.5,60.5,0,100,"percent_cover",0,60,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,628.2639263,19458.14063,4333.609863,107564,28762.09961,747446.2595,4859656.27,0,0,0,3
"1828",1827,494,2,"7/6/2011","OSU",2011,9,"Excellent",19,"V","Cly/Slt",0,0,100,1,75,"percent_cover",0,70,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,627.4925661,21225.44141,4161.410156,117698,28025.90039,747447.902,4859657.555,0,0,0,3
"1829",1828,494,2,"7/6/2011","OSU",2011,10,"Excellent",27,"V","Cly/Slt",0,0,100,1,30,"percent_cover",0,60,0,7,8,0,0,15,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,626.0530931,21225.44141,4161.410156,117698,28025.90039,747447.6874,4859658.993,0,0.15,0,3
"1830",1829,494,2,"7/8/2021","CMU",2021,6,"Confirmed",39,"V","Sand",0,27,73,0.5,12,"percent_cover",0,0,0,70,0,0,0,70,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,98,0,40,363,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,641.4669771,20950.60156,4148.299805,116190,28048.09961,747435.2927,4859639.511,0,0.7,0,3
"1831",1830,494,2,"7/8/2021","CMU",2021,7,"Confirmed",67,"V","Sand",0,65,35,1,20,"percent_cover",0,2,0,33,0,0,0,33,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,98,0,40,363,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,640.9047204,20950.60156,4148.299805,116190,28048.09961,747439.495,4859641.225,0,0.33,0,3
"1832",1831,494,2,"7/8/2021","CMU",2021,8,"Confirmed",80,"V","Sand",6,52,48,1,7,"percent_cover",0,3,0,1,0,0,0,1,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,98,0,40,363,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,641.838197,20950.60156,4148.299805,116190,28048.09961,747445.8246,4859642.017,0,0.01,0,3
"1833",1832,494,2,"7/8/2021","CMU",2021,10,"Confirmed",101,"NV","Sand",6,57,43,0,15,"percent_cover",0,0,0,6,0,0,0,6,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,98,0,40,363,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,643.2350903,20950.60156,4148.299805,116190,28048.09961,747457.5829,4859644.012,0,0.06,0,3
"1834",1833,494,3,"6/27/2016","CMU",2016,6,"Very Good",62,"V","Sand",23,0,100,0,15,"percent_cover",0,0.5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","W. vanWijnen","T. Grossmann",1,0,287,0,308,40,"T1/T2/T3: No Meadow, Emergent to Trees.",315,1933.864576,23841.92383,4312.569824,132470,29654.80078,747532.8609,4858343.031,0,0,0,3
"1835",1834,494,3,"6/27/2016","CMU",2016,7,"Very Good",71,"V","Sand",18,8.5,91.5,0,10,"percent_cover",0,0.5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","W. vanWijnen","T. Grossmann",1,0,287,0,308,40,"T1/T2/T3: No Meadow, Emergent to Trees.",315,1940.57839,24011.70703,4316.709961,133217,29696.30078,747595.314,4858345.803,0,0,0,3
"1836",1835,494,3,"6/27/2016","CMU",2016,8,"Very Good",77,"V","Sand",16,0,100,0,5,"percent_cover",0,15,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","W. vanWijnen","T. Grossmann",1,0,287,0,308,40,"T1/T2/T3: No Meadow, Emergent to Trees.",315,1950.942219,24328.66797,4287.470215,134894,29601.19922,747656.6315,4858346.642,0,0,0,3
"1837",1836,494,3,"7/25/2012","CMU",2012,2,"Excellent",0,"Dry","Cly/Slt",0,26,74,20,99,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,90,178,46,50,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,1680.958697,23685.50781,4259.879883,131079,29302.40039,747552.9986,4858602.047,0,0,0,3
"1838",1837,494,3,"7/25/2012","CMU",2012,5,"Excellent",0,"Dry","Cly/Slt",0,42,58,2,75,"percent_cover",0,0,0,2,0,0,0,2,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,90,178,46,50,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,1697.776709,25036.35938,4409.819824,138664,30465.69922,747661.7405,4858606.99,0,0.02,0,3
"1839",1838,494,3,"7/6/2011","OSU",2011,2,"Excellent",0,"Dry","Sand",0,82,18,1,10,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,90,133,13,31,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,1637.953303,21150.45898,4463.160156,117916,30252.69922,747539.2225,4858643.354,0,0,0,3
"1840",1839,494,3,"7/6/2011","OSU",2011,3,"Excellent",1,"V","Cly/Slt",0,79,21,2,5,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,90,133,13,31,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,1639.261033,23809.625,4299.950195,131993,29560.30078,747571.1841,4858647.66,0,0,0,3
"1841",1840,494,3,"7/6/2011","OSU",2011,4,"Excellent",1,"V","Cly/Slt",0,80,20,1,20,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,90,133,13,31,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,1640.250086,24261.71484,4270.350098,134239,29523.5,747604.6278,4858653.244,0,0,0,3
"1842",1841,494,3,"7/6/2011","OSU",2011,6,"Excellent",0,"Dry","Cly/Slt",0,34,66,0,100,"percent_cover",0,65,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,90,133,13,31,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,1651.253421,24382.4043,4266.819824,134780,29501.5,747661.568,4858654.81,0,0,0,3
"1843",1842,494,3,"7/6/2011","OSU",2011,7,"Excellent",0,"Dry","Cly/Slt",0,67,33,0,100,"percent_cover",0,20,0,5,5,0,0,10,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,90,133,13,31,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,1653.987838,24382.4043,4266.819824,134780,29501.5,747673.3985,4858654.917,0,0.1,0,3
"1844",1843,494,3,"7/8/2021","CMU",2021,8,"Confirmed",68,"V","Sand",10,60,40,0.5,0.5,"percent_cover",0,0,0,40,0,0,0,40,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,90,0,226,0,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,1715.029521,24957.65625,4412.759766,138364,30473.30078,747639.7238,4858584.257,0,0.4,0,3
"1845",1844,494,3,"7/8/2021","CMU",2021,9,"Confirmed",72,"V","Sand",8,83,17,0,0.5,"percent_cover",0,5,0,10,0,0,0,10,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,90,0,226,0,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,1723.709196,25020.58984,4410.740234,138585,30468.5,747680.2805,4858584.768,0,0.1,0,3
"1846",1845,496,1,"7/26/2012","CMU",2012,1,"Excellent",0,"Dry","Cly/Slt",1,16,84,7,100,"percent_cover",0,4,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6682.20039,10047.3623,788.223999,51926.80078,3499.51001,749078.5257,4868146.198,0,0,0,3
"1847",1846,496,1,"7/26/2012","CMU",2012,2,"Excellent",1,"V","Cly/Slt",0,18,82,2,100,"percent_cover",0,75,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6703.199219,10047.3623,788.223999,51926.80078,3499.51001,749091.3995,4868115.982,0,0,0,3
"1848",1847,496,1,"7/26/2012","CMU",2012,3,"Excellent",2,"V","Cly/Slt",0,59,41,4,100,"percent_cover",0,15,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6721.708125,10047.3623,788.223999,51926.80078,3499.51001,749103.6705,4868088.97,0,0,0,3
"1849",1848,496,1,"7/26/2012","CMU",2012,4,"Excellent",3,"V","Cly/Slt",0,54,46,7,100,"percent_cover",0,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6744.736332,10704.98926,757.9689941,55011.60156,3291.479981,749108.5934,4868060.68,0,0,0,3
"1850",1849,496,1,"7/26/2012","CMU",2012,5,"Excellent",0,"Dry","Cly/Slt",0,0,100,2,100,"percent_cover",0,95,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6750.886433,10704.98926,757.9689941,55011.60156,3291.479981,749108.6115,4868053.785,0,0,0,3
"1851",1850,496,1,"7/26/2012","CMU",2012,6,"Excellent",2,"V","Cly/Slt",0,34,66,5,30,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6753.009031,10704.98926,757.9689941,55011.60156,3291.479981,749108.9484,4868051.239,0,0,0,3
"1852",1851,496,1,"7/26/2012","CMU",2012,7,"Excellent",1,"V","Cly/Slt",0,77,23,0.5,20,"percent_cover",0,7,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6775.036045,11166.2041,735.7990112,57307.19922,3332.73999,749116.6937,4868022.722,0,0,0,3
"1853",1852,496,1,"8/19/2014","CMU",2014,3,"Excellent",8,"V","Sand",1,30,70,0,10,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6978.606873,7652.419922,892.315979,41177.89844,4643.490234,748879.5324,4867915.592,0,0,0,3
"1854",1853,496,1,"8/19/2014","CMU",2014,4,"Excellent",11,"V","Sand",1,40,60,0,5,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6973.422751,7652.419922,892.315979,41177.89844,4643.490234,748886.3617,4867917.85,0,0,0,3
"1855",1854,496,1,"8/19/2014","CMU",2014,5,"Excellent",18,"V","Sand",1,70,30,0,5,"percent_cover",0,8,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6969.581913,7652.419922,892.315979,41177.89844,4643.490234,748892.6748,4867918.866,0,0,0,3
"1856",1855,496,1,"8/19/2014","CMU",2014,6,"Excellent",25,"V","Sand",1,15,85,2,70,"percent_cover",0,70,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6967.066237,8496.674805,878.5629883,45509.89844,4693.290039,748907.4106,4867913.97,0,0,0,3
"1857",1856,496,1,"8/19/2014","CMU",2014,7,"Excellent",30,"V","Sand",2,10,90,10,80,"percent_cover",0,0,0,8,0,0,0,8,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6963.544957,8496.674805,878.5629883,45509.89844,4693.290039,748923.2494,4867909.671,0,0.08,0,3
"1858",1857,496,1,"8/19/2014","CMU",2014,8,"Excellent",38,"V","Sand",2,40,60,5,70,"percent_cover",0,5,0,40,0,0,0,40,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6959.919249,10929.57617,806.7849731,58483.60156,4413.120117,748941.378,4867904.346,0,0.4,0,3
